Tourist_ID,Come_From,Age,Gender,Travel_Purpose,Preferred_Destination,total_cost_USD,Travel_Frequency_per_Year,travel_with,Traveler_Type
T4114,Germany,20,Male,Leisure,Discovery,4402.2959603,7.0,Unknown,High
T4115,Brazil,73,Female,Leisure,Culture,1876.6215,7.0,Unknown,Medium
T4116,Ireland,73,Other,Leisure,Discovery,3679.65,7.0,With Family,High
T4117,Zimbabwe,73,Male,Business,Adventure,229.978125,7.0,Without Family,Low
T4118,Zambia,22,Male,Business,Adventure,111.0,7.0,With Family,Low
T4119,Zimbabwe,27,Male,Other,Beach,214.64625,7.0,Without Family,Low
T4120,Zimbabwe,31,Male,Other,Adventure,1226.55,7.0,With Family,Medium
T4121,Malaysia,23,Male,Business,Discovery,1226.55,7.0,Unknown,Medium
T4122,Uganda,53,Other,Leisure,Beach,173.9,7.0,With Family,Low
T4123,Zimbabwe,43,Male,Business,Discovery,367.965,7.0,Without Family,Low
T4124,Zimbabwe,72,Male,Business,Discovery,245.384,7.0,With Family,Low
T4125,France,44,Other,Leisure,Discovery,7724.79932,7.0,With Family,High
T4126,USA,29,Male,Leisure,Discovery,3066.375,7.0,Without Family,High
T4127,Norway,62,Male,Leisure,Culture,613.275,7.0,Unknown,Low
T4128,Netherlands,36,Other,Leisure,Discovery,9812.4,7.0,With Family,High
T4129,Oman,66,Male,Leisure,business,370.0,7.0,Without Family,Low
T4130,Italy,72,Other,Leisure,business,2938.78235,7.0,With Family,Medium
T4131,Taiwan,26,Male,Leisure,Discovery,2575.755,7.0,Unknown,Medium
T4132,USA,70,Male,Leisure,Beach,613.275,7.0,Without Family,Low
T4133,Taiwan,69,Female,Leisure,Discovery,12817.4475,7.0,Unknown,High
T4134,Italy,54,Other,Leisure,Beach,3802.305,7.0,With Family,High
T4135,South Africa,36,Female,Leisure,Culture,183.9825,7.0,Unknown,Low
T4136,Taiwan,21,Female,Leisure,Discovery,3311.685,7.0,Unknown,High
T4137,France,37,Other,Leisure,Discovery,3066.375,7.0,With Family,High
T4138,UK,72,Male,Volunteering,Adventure,1358.9950335,7.0,Without Family,Medium
T4139,China,63,Female,Leisure,Discovery,1655.8425,7.0,Without Family,Medium
T4140,Germany,44,Other,Leisure,business,394.6364870000001,7.0,With Family,Low
T4141,UK,56,Other,Leisure,Discovery,3158.0055,7.0,With Family,High
T4142,China,63,Male,Leisure,Discovery,1655.8425,7.0,Without Family,Medium
T4143,Japan,31,Male,Leisure,Discovery,1576.11675,7.0,Unknown,Medium
T4144,South Africa,73,Other,Business,Beach,1635.178,7.0,With Family,Medium
T4145,Sweden,37,Other,Business,Beach,429.2925,7.0,With Family,Low
T4146,UK,29,Male,Business,Mountain,369.804825,7.0,Unknown,Low
T4147,Australia,20,Female,Leisure,Discovery,7573.94625,7.0,Unknown,High
T4148,Japan,24,Female,Other,Adventure,128.78775,7.0,Unknown,Low
T4149,Australia,18,Female,Leisure,Discovery,1717.17,7.0,Unknown,Medium
T4150,Japan,72,Other,Leisure,Discovery,1226.55,7.0,With Family,Medium
T4151,Australia,74,Female,Leisure,Adventure,203.13,7.0,Without Family,Low
T4152,Italy,19,Other,Leisure,Beach,3022.74756,7.0,With Family,High
T4153,Italy,67,Male,Leisure,Beach,2686.88672,7.0,Unknown,Medium
T4154,Zimbabwe,74,Male,Business,Discovery,613.275,7.0,With Family,Low
T4155,Italy,22,Other,Leisure,business,3106.71277,7.0,With Family,High
T4156,Italy,19,Other,Leisure,Beach,2158.728,7.0,With Family,Medium
T4157,USA,57,Female,Leisure,Discovery,8015.50425,7.0,Unknown,High
T4158,Belgium,18,Male,Volunteering,Discovery,1073.23125,7.0,Without Family,Medium
T4159,Italy,27,Other,Leisure,Beach,3828.813576,7.0,With Family,High
T4160,Belgium,72,Male,Leisure,Discovery,1208.15175,7.0,Without Family,Medium
T4161,Italy,47,Other,Leisure,Beach,2575.755,7.0,With Family,Medium
T4162,France,24,Other,Leisure,Discovery,5146.6038,7.0,With Family,High
T4163,Spain,23,Other,Leisure,Discovery,10915.4773,7.0,With Family,High
T4164,Spain,22,Other,Leisure,Discovery,306.6375,7.0,With Family,Low
T4165,South Africa,47,Other,Leisure,Beach,6050.1586,7.0,With Family,High
T4166,Kenya,23,Male,Leisure,Adventure,582.61125,7.0,Unknown,Low
T4167,Spain,23,Male,Leisure,Culture,1167.116419,7.0,Unknown,Medium
T4168,France,58,Other,Leisure,Discovery,6500.715,7.0,With Family,High
T4169,USA,26,Other,Leisure,Discovery,125.721375,7.0,With Family,Low
T4170,Ireland,73,Other,Leisure,Beach,6045.49512,7.0,With Family,High
T4171,Italy,46,Other,Leisure,Beach,3022.74756,7.0,With Family,High
T4172,USA,67,Other,Leisure,Discovery,214.64625,7.0,With Family,Low
T4173,UK,19,Other,Leisure,Beach,1421.102475,7.0,With Family,Medium
T4174,Zimbabwe,21,Male,Business,Discovery,404.7615,7.0,Without Family,Low
T4175,Germany,39,Other,Leisure,Beach,268.688672,7.0,With Family,Low
T4176,France,69,Other,Leisure,Beach,2413.1601354,7.0,With Family,Medium
T4177,Belgium,30,Other,Leisure,Discovery,12633.465,7.0,With Family,High
T4178,Zimbabwe,73,Male,Business,Beach,306.6375,7.0,With Family,Low
T4179,Italy,38,Other,Leisure,Beach,3826.836,7.0,With Family,High
T4180,Australia,32,Other,Leisure,Discovery,7236.644999999999,7.0,With Family,High
T4181,Sweden,25,Female,Leisure,Beach,282.1065,7.0,Without Family,Low
T4182,Italy,69,Other,Leisure,Beach,2272.9382347,7.0,With Family,Medium
T4183,Italy,71,Other,Leisure,Discovery,2391.7725,7.0,With Family,Medium
T4184,France,32,Other,Leisure,business,2575.755,7.0,With Family,Medium
T4185,Germany,47,Other,Leisure,Beach,6213.42554,7.0,With Family,High
T4186,UK,38,Other,Leisure,Beach,2483.76375,7.0,With Family,Medium
T4187,France,31,Other,Leisure,Discovery,8463.195,7.0,With Family,High
T4188,Italy,21,Other,Leisure,Beach,2330.445,7.0,With Family,Medium
T4189,Zimbabwe,64,Male,Business,Discovery,613.275,7.0,With Family,Low
T4190,India,18,Female,Business,Mountain,1471.86,7.0,Unknown,Medium
T4191,New Zealand,66,Other,Leisure,Discovery,1385.58784,7.0,With Family,Medium
T4192,Switzerland,34,Other,Leisure,Business,2759.7375,7.0,With Family,Medium
T4193,Italy,22,Male,Leisure,Beach,587.75647,7.0,Unknown,Low
T4194,South Africa,56,Other,Leisure,business,3066.375,7.0,With Family,High
T4195,Italy,23,Other,Leisure,Beach,3077.3249465,7.0,With Family,High
T4196,Zimbabwe,28,Male,Business,Adventure,919.9125,7.0,With Family,Low
T4197,United Arab Emirates,47,Female,Leisure,Discovery,5999.14411,7.0,With Family,High
T4198,UK,39,Other,Leisure,Discovery,613.275,7.0,With Family,Low
T4199,UK,25,Other,Leisure,Discovery,6132.75,7.0,With Family,High
T4200,USA,24,Male,Leisure,Discovery,3802.305,7.0,Without Family,High
T4201,China,21,Female,Leisure,Discovery,1226.55,7.0,Unknown,Medium
T4202,Italy,73,Other,Leisure,Discovery,3358.6084,7.0,With Family,High
T4203,Spain,41,Other,Leisure,Discovery,11161.605,7.0,With Family,High
T4204,UK,49,Female,Leisure,Business,2631.67125,7.0,Without Family,Medium
T4205,USA,23,Other,Leisure,Discovery,12388.155,7.0,With Family,High
T4206,Malaysia,63,Other,Leisure,Business,2269.1175,7.0,With Family,Medium
T4207,France,74,Female,Leisure,Business,1839.825,7.0,Without Family,Medium
T4208,Sweden,18,Female,Education,Adventure,444.0,7.0,With Family,Low
T4209,Italy,64,Female,Leisure,Discovery,1533.1875,7.0,With Family,Medium
T4210,France,18,Other,Leisure,Beach,3373.0125,7.0,With Family,High
T4211,South Africa,72,Female,Leisure,Discovery,2453.1,7.0,With Family,Medium
T4212,Denmark,61,Female,Leisure,Discovery,3092.13255,7.0,Without Family,High
T4213,Canada,40,Other,Leisure,Discovery,3698.04825,7.0,With Family,High
T4214,UK,57,Other,Leisure,Discovery,3685.78275,7.0,With Family,High
T4215,Kenya,20,Male,Other,Adventure,367.965,7.0,Without Family,Low
T4216,Czech Republic,36,Male,Leisure,Business,792.91,7.0,Without Family,Low
T4217,France,48,Other,Leisure,Discovery,6129.46033,7.0,With Family,High
T4218,New Zealand,46,Male,Leisure,Business,975.10725,7.0,Without Family,Low
T4219,Italy,45,Other,Leisure,Beach,4047.615,7.0,With Family,High
T4220,South Africa,66,Male,Business,Discovery,1839.825,7.0,Unknown,Medium
T4221,USA,34,Other,Leisure,Discovery,2778.13575,7.0,With Family,Medium
T4222,Ireland,68,Male,Volunteering,Culture,1361.4705,7.0,Unknown,Medium
T4223,Netherlands,74,Female,Leisure,Discovery,1349.205,7.0,Without Family,Medium
T4224,Kuwait,23,Other,Leisure,Discovery,3922.3848,7.0,With Family,High
T4225,Italy,65,Other,Leisure,Discovery,7359.3,7.0,With Family,High
T4226,Italy,49,Other,Leisure,Beach,2269.1175,7.0,With Family,Medium
T4227,France,72,Male,Leisure,Beach,153.31875,7.0,Without Family,Low
T4228,Norway,24,Other,Leisure,Discovery,2453.1,7.0,With Family,Medium
T4229,Ireland,29,Female,Leisure,Discovery,1717.17,7.0,Without Family,Medium
T4230,USA,73,Other,Leisure,Discovery,9468.966,7.0,With Family,High
T4231,France,59,Other,Leisure,Discovery,919.9125,7.0,With Family,Low
T4232,France,23,Other,Leisure,Beach,8732.38184,7.0,With Family,High
T4233,USA,24,Female,Leisure,Discovery,2830.264125,7.0,Without Family,Medium
T4234,France,72,Other,Leisure,Culture,5519.475,7.0,With Family,High
T4235,France,66,Male,Leisure,Beach,2496.02925,7.0,Without Family,Medium
T4236,Italy,22,Other,Leisure,Beach,3190.67798,7.0,With Family,High
T4237,Kenya,69,Male,Business,Discovery,148.0,7.0,Without Family,Low
T4238,Mozambique,31,Female,Business,Mountain,929.7249,7.0,Without Family,Low
T4239,Germany,54,Other,Leisure,Discovery,4599.5625,7.0,With Family,High
T4240,Australia,22,Female,Leisure,Discovery,3005.0475,7.0,Unknown,High
T4241,South Africa,34,Male,Business,Mountain,1839.825,7.0,Unknown,Medium
T4242,UK,54,Male,Leisure,business,2882.3925,7.0,Without Family,Medium
T4243,Germany,19,Other,Leisure,Beach,1226.55,7.0,With Family,Medium
T4244,UK,39,Other,Leisure,Discovery,337.30125,7.0,With Family,Low
T4245,Lithuania,24,Other,Leisure,Discovery,1226.55,7.0,With Family,Medium
T4246,Germany,75,Other,Leisure,Discovery,1679.3042,7.0,With Family,Medium
T4247,Zimbabwe,44,Other,Business,Discovery,367.965,7.0,With Family,Low
T4248,Zambia,69,Male,Business,Beach,122.655,7.0,Without Family,Low
T4249,France,44,Other,Leisure,Beach,4722.2175,7.0,With Family,High
T4250,Canada,23,Male,Leisure,Beach,1633.151325,7.0,Without Family,Medium
T4251,Oman,70,Other,Leisure,Discovery,1226.55,7.0,With Family,Medium
T4252,Germany,46,Other,Leisure,Discovery,5373.77344,7.0,With Family,High
T4253,Italy,20,Other,Leisure,Culture,2940.04035,7.0,With Family,Medium
T4254,Zimbabwe,33,Male,Business,Adventure,1226.55,7.0,With Family,Medium
T4255,UK,63,Other,Leisure,Beach,473.700825,7.0,With Family,Low
T4256,Brazil,56,Female,Leisure,Business,2330.445,7.0,Without Family,Medium
T4257,Germany,19,Other,Leisure,Discovery,839.6521,7.0,With Family,Low
T4258,Germany,23,Other,Leisure,Beach,2453.1,7.0,With Family,Medium
T4259,UK,63,Male,Leisure,Business,1870.48875,7.0,Without Family,Medium
T4260,USA,50,Other,Leisure,Discovery,2698.41,7.0,With Family,Medium
T4261,Italy,72,Other,Leisure,Discovery,3442.57361,7.0,With Family,High
T4262,UK,49,Male,Leisure,Business,2324.31225,7.0,Without Family,Medium
T4263,Sweden,22,Other,Leisure,Beach,3526.53882,7.0,With Family,High
T4264,Ireland,64,Other,Leisure,Discovery,1165.2225,7.0,With Family,Medium
T4265,Sri Lanka,21,Other,Leisure,Discovery,6194.0775,7.0,With Family,High
T4266,Italy,24,Other,Leisure,Discovery,4538.235,7.0,With Family,High
T4267,Italy,21,Other,Leisure,Discovery,419.82605,7.0,With Family,Low
T4268,Italy,49,Other,Leisure,Discovery,4450.15613,7.0,With Family,High
T4269,UK,39,Female,Leisure,Beach,613.275,7.0,With Family,Low
T4270,Zimbabwe,66,Male,Business,Adventure,367.965,7.0,Without Family,Low
T4271,Italy,33,Other,Leisure,Beach,3946.36487,7.0,With Family,High
T4272,Zimbabwe,53,Male,Business,Adventure,613.275,7.0,Without Family,Low
T4273,USA,67,Other,Leisure,Discovery,4507.57125,7.0,With Family,High
T4274,France,69,Other,Leisure,business,6746.025,7.0,With Family,High
T4275,Italy,74,Other,Leisure,Beach,3274.64319,7.0,With Family,High
T4276,Brazil,75,Female,Leisure,Beach,2023.8075,7.0,Unknown,Medium
T4277,USA,21,Other,Leisure,Discovery,7064.928,7.0,With Family,High
T4278,Kenya,72,Male,Business,Discovery,122.655,7.0,Unknown,Low
T4279,Turkey,67,Other,Leisure,business,919.9125,7.0,With Family,Low
T4280,Australia,57,Other,Leisure,Adventure,5274.165,7.0,With Family,High
T4281,USA,22,Male,Leisure,Business,3005.0475,7.0,Without Family,High
T4282,USA,74,Other,Leisure,Discovery,6500.715,7.0,With Family,High
T4283,South Africa,69,Male,Business,Discovery,613.275,7.0,Without Family,Low
T4284,Canada,46,Female,Leisure,Culture,1901.1525,7.0,Unknown,Medium
T4285,USA,59,Other,Leisure,Culture,116.52225,7.0,With Family,Low
T4286,USA,62,Other,Leisure,Discovery,3373.0125,7.0,With Family,High
T4287,Thailand,18,Male,Leisure,Adventure,367.965,7.0,Unknown,Low
T4288,Ireland,42,Male,Leisure,Discovery,2023.8075,7.0,Without Family,Medium
T4289,UK,41,Male,Volunteering,Discovery,266.25607,7.0,Without Family,Low
T4290,Czech Republic,24,Male,Leisure,Business,1048.70025,7.0,Unknown,Medium
T4291,Japan,30,Male,Education,Adventure,128.78775,7.0,Unknown,Low
T4292,Malawi,27,Female,Leisure,Discovery,858.585,7.0,Without Family,Low
T4293,Switzerland,21,Female,Leisure,Discovery,8708.505,7.0,With Family,High
T4294,Japan,57,Male,Education,Adventure,116.52225,7.0,Unknown,Low
T4295,South Africa,58,Female,Leisure,Beach,287.453,7.0,Without Family,Low
T4296,Italy,43,Other,Leisure,Discovery,2085.135,7.0,With Family,Medium
T4297,Netherlands,49,Male,Leisure,Culture,962.84175,7.0,Unknown,Low
T4298,France,73,Other,Leisure,Discovery,1049.565125,7.0,With Family,Medium
T4299,Kenya,50,Female,Leisure,Discovery,306.6375,7.0,With Family,Low
T4300,Spain,23,Other,Leisure,Discovery,5541.70386,7.0,With Family,High
T4301,USA,21,Female,Leisure,Business,13492.05,7.0,Unknown,High
T4302,UK,23,Male,Business,Discovery,183.9825,7.0,Without Family,Low
T4303,Canada,63,Female,Business,Discovery,735.93,7.0,Without Family,Low
T4304,Italy,50,Male,Business,Discovery,214.64625,7.0,Without Family,Low
T4305,South Africa,68,Female,Leisure,Business,1539.32025,7.0,Unknown,Medium
T4306,UK,48,Other,Leisure,Business,7052.662499999999,7.0,With Family,High
T4307,Italy,68,Other,Leisure,Discovery,367.965,7.0,With Family,Low
T4308,USA,36,Female,Leisure,Discovery,4752.88125,7.0,Unknown,High
T4309,Switzerland,50,Female,Leisure,Beach,1349.205,7.0,Without Family,Medium
T4310,USA,65,Female,Leisure,Discovery,2606.41875,7.0,With Family,Medium
T4311,Canada,49,Female,Leisure,Discovery,2017.4287,7.0,Without Family,Medium
T4312,Korea,73,Other,Volunteering,Adventure,1533.1875,7.0,With Family,Medium
T4313,Spain,34,Female,Leisure,Discovery,2453.1,7.0,Unknown,Medium
T4314,USA,22,Female,Leisure,Discovery,2673.879,7.0,Unknown,Medium
T4315,Zambia,68,Male,Business,Discovery,477.3,7.0,Without Family,Low
T4316,France,31,Other,Leisure,Culture,2207.79,7.0,With Family,Medium
T4317,Germany,22,Other,Leisure,Discovery,13001.43,7.0,With Family,High
T4318,Zambia,71,Male,Business,Discovery,122.655,7.0,With Family,Low
T4319,France,50,Other,Leisure,Culture,1226.55,7.0,With Family,Medium
T4320,France,62,Other,Leisure,Discovery,2518.9563,7.0,With Family,Medium
T4321,India,38,Male,Business,Discovery,245.31,7.0,Without Family,Low
T4322,Italy,53,Other,Leisure,Beach,7808.764529999999,7.0,With Family,High
T4323,Germany,18,Other,Leisure,Beach,6378.06,7.0,With Family,High
T4324,Italy,25,Other,Leisure,Beach,3022.74756,7.0,With Family,High
T4325,Italy,66,Other,Leisure,Beach,1042.5675,7.0,With Family,Medium
T4326,USA,67,Other,Leisure,Discovery,9444.435,7.0,With Family,High
T4327,Netherlands,28,Female,Leisure,Discovery,2670.812625,7.0,Unknown,Medium
T4328,Kenya,71,Other,Leisure,Beach,367.965,7.0,With Family,Low
T4329,Spain,63,Other,Leisure,Discovery,429.2925,7.0,With Family,Low
T4330,USA,28,Other,Leisure,Discovery,7359.3,7.0,With Family,High
T4331,Australia,21,Other,Leisure,Discovery,9475.09875,7.0,With Family,High
T4332,Denmark,70,Female,Leisure,Culture,337.30125,7.0,Unknown,Low
T4333,Australia,75,Other,Leisure,Discovery,6439.3875,7.0,With Family,High
T4334,Italy,23,Male,Business,Discovery,1042.5675,7.0,Unknown,Medium
T4335,USA,41,Other,Leisure,Discovery,1294.01025,7.0,With Family,Medium
T4336,UK,22,Other,Leisure,Discovery,6500.715,7.0,With Family,High
T4337,Kenya,31,Female,Leisure,Adventure,148.70588304,7.0,Without Family,Low
T4338,Germany,68,Other,Leisure,Beach,467.928825,7.0,With Family,Low
T4339,Turkey,24,Other,Leisure,Beach,3740.9775,7.0,With Family,High
T4340,USA,25,Male,Business,Discovery,1839.825,7.0,With Family,Medium
T4341,UK,73,Female,Leisure,Beach,469.155375,7.0,Without Family,Low
T4342,USA,59,Male,Leisure,Business,3066.375,7.0,Unknown,High
T4343,USA,38,Female,Leisure,Discovery,6169.5465,7.0,Without Family,High
T4344,USA,26,Male,Leisure,Business,858.585,7.0,Unknown,Low
T4345,Belgium,44,Male,Leisure,Discovery,711.399,7.0,Unknown,Low
T4346,USA,23,Female,Leisure,Discovery,5519.475,7.0,Without Family,High
T4347,USA,39,Male,Leisure,Business,2759.7375,7.0,With Family,Medium
T4348,Italy,26,Other,Leisure,Discovery,1901.1525,7.0,With Family,Medium
T4349,Ireland,31,Female,Leisure,Discovery,950.57625,7.0,Unknown,Low
T4350,USA,63,Female,Leisure,Business,2821.065,7.0,Without Family,Medium
T4351,India,64,Male,Leisure,business,371.48,7.0,Unknown,Low
T4352,UK,60,Other,Leisure,Discovery,2153.208525,7.0,With Family,Medium
T4353,Burundi,61,Other,Leisure,Discovery,832.13,7.0,With Family,Low
T4354,Zimbabwe,60,Male,Business,Discovery,306.6375,7.0,Without Family,Low
T4355,Burundi,60,Male,Business,Discovery,220.52,7.0,Unknown,Low
T4356,Zambia,23,Male,Business,Discovery,699.1335,7.0,Without Family,Low
T4357,Zimbabwe,67,Male,Business,Beach,370.0,7.0,Without Family,Low
T4358,Zimbabwe,19,Male,Business,Discovery,919.9125,7.0,Unknown,Low
T4359,Kenya,66,Other,Other,Adventure,166.5,7.0,With Family,Low
T4360,Germany,26,Other,Education,Discovery,466.163,7.0,With Family,Low
T4361,Drc,50,Male,Leisure,Beach,155.77,7.0,With Family,Low
T4362,Italy,18,Other,Leisure,Discovery,367.965,7.0,With Family,Low
T4363,Australia,56,Other,Leisure,Discovery,12878.775,7.0,With Family,High
T4364,Australia,74,Other,Leisure,Discovery,11715.43173,7.0,With Family,High
T4365,UK,58,Female,Leisure,Discovery,1674.24075,7.0,Without Family,Medium
T4366,Japan,37,Male,Leisure,Discovery,1576.11675,7.0,Unknown,Medium
T4367,South Africa,19,Other,Leisure,Beach,1226.55,7.0,With Family,Medium
T4368,South Africa,33,Male,Business,Discovery,429.2925,7.0,Unknown,Low
T4369,South Africa,21,Other,Leisure,Beach,1784.016975,7.0,With Family,Medium
T4370,USA,74,Other,Leisure,Discovery,2637.0825,7.0,With Family,Medium
T4371,Australia,18,Other,Leisure,Discovery,3066.375,7.0,With Family,High
T4372,Germany,30,Other,Leisure,Business,4599.5625,7.0,With Family,High
T4373,Denmark,20,Male,Leisure,Business,613.275,7.0,Unknown,Low
T4374,Italy,67,Female,Leisure,Discovery,12930.64234,7.0,With Family,High
T4375,Germany,22,Male,Leisure,Business,2391.7725,7.0,Unknown,Medium
T4376,USA,40,Other,Leisure,Discovery,1042.5675,7.0,With Family,Medium
T4377,USA,25,Other,Leisure,Discovery,4476.9075,7.0,With Family,High
T4378,France,48,Other,Leisure,Business,5289.80823,7.0,With Family,High
T4379,South Africa,28,Male,Leisure,Beach,1226.55,7.0,Unknown,Medium
T4380,USA,52,Female,Leisure,Discovery,4476.9075,7.0,Without Family,High
T4381,UK,49,Male,Leisure,Adventure,890.031226,7.0,Without Family,Low
T4382,Kenya,37,Female,Leisure,Adventure,12878.775,7.0,Without Family,High
T4383,Japan,28,Female,Education,Adventure,128.78775,7.0,Unknown,Low
T4384,UK,31,Female,Volunteering,Culture,1387.22805,7.0,Unknown,Medium
T4385,UK,68,Male,Business,Adventure,2759.7375,7.0,Unknown,Medium
T4386,Japan,34,Male,Leisure,Business,919.9125,7.0,Without Family,Low
T4387,Italy,23,Other,Leisure,Discovery,4198.2605,7.0,With Family,High
T4388,France,32,Other,Leisure,Business,8647.1775,7.0,With Family,High
T4389,USA,24,Other,Leisure,Discovery,9352.44375,7.0,With Family,High
T4390,Kenya,37,Female,Other,Adventure,188.7,7.0,With Family,Low
T4391,Italy,19,Other,Leisure,Discovery,735.93,7.0,With Family,Low
T4392,Denmark,67,Female,Leisure,Business,12403.486875,7.0,Unknown,High
T4393,Italy,61,Male,Leisure,Beach,2015.16504,7.0,Without Family,Medium
T4394,Germany,75,Other,Leisure,Beach,2518.9563,7.0,With Family,Medium
T4395,France,69,Other,Leisure,Beach,3311.685,7.0,With Family,High
T4396,UK,24,Male,Leisure,Business,2054.47125,7.0,Without Family,Medium
T4397,Kenya,28,Other,Leisure,Beach,323.364756,7.0,With Family,Low
T4398,UK,23,Male,Leisure,Business,2177.12625,7.0,Unknown,Medium
T4399,Germany,23,Other,Leisure,Discovery,8585.85,7.0,With Family,High
T4400,South Africa,19,Other,Leisure,Beach,8892.4875,7.0,With Family,High
T4401,Spain,23,Other,Leisure,Beach,12594.7815,7.0,With Family,High
T4402,Djibouti,30,Male,Business,Mountain,613.275,7.0,Unknown,Low
T4403,Kenya,73,Male,Leisure,Beach,919.9125,7.0,With Family,Low
T4404,Spain,64,Other,Leisure,Discovery,6194.0775,7.0,With Family,High
